"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Created date","Usages","Fill rate","data_entry_instructions","option_descriptions"
"Last sequence enrolled date","hs_latest_sequence_enrolled_date","datetime","The last sequence enrolled date.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Marketing contact status source name","hs_marketable_reason_id","string","The ID of the activity that set the contact as a marketing contact","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","100%","",""
"Marketing contact status source type","hs_marketable_reason_type","enumeration","The type of the activity that set the contact as a marketing contact","contactinformation","false","Ad (AD) [READ-ONLY]; Contact Import (CONTACT_IMPORT) [READ-ONLY]; Conversation (CONVERSATION) [READ-ONLY]; Form Submission (FORM_SUBMISSION) [READ-ONLY]; Initial State (INITIAL_STATE) [READ-ONLY]; Integrator Set (INTEGRATOR_SET) [READ-ONLY]; User Set (USER_SET) [READ-ONLY]; Workflow (WORKFLOW) [READ-ONLY]; Email (EMAIL); Sample Contact (SAMPLE_CONTACT); Feedback Submission (FEEDBACK_SUBMISSION)","true","true","false","false","false","true","HubSpot","Not applicable","","100%","",""
"Marketing contact status","hs_marketable_status","enumeration","The marketing status of a contact","contactinformation","false","Marketing contact (true); Non-marketing contact (false)","true","true","false","false","false","true","HubSpot","Not applicable","Lists (1); Workflows (1); Views (7)","100%","",""
"Marketing contact until next update","hs_marketable_until_renewal","enumeration","Specifies if this contact will be set as non-marketing on renewal","contactinformation","false","Yes (true); -- (false)","true","true","false","false","false","true","HubSpot","Not applicable","","100%","",""
"Membership last private content access date","hs_membership_last_private_content_access_date","datetime","The last date a contact accessed private content","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Merged Contact IDs","hs_merged_object_ids","enumeration","The list of Contact record IDs that have been merged into this Contact. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","1.03%","",""
"Next Renewal Date","hs_next_renewal_date","date","Earliest renewal date across all active contracts associated with this contact. Automatically computed as the minimum renewal date across all active contracts.","contactinformation","false","","true","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Number of Active Contracts","hs_num_active_contracts","number","Count of active contracts associated with this contact.","contactinformation","false","","true","false","false","false","false","true","HubSpot","Not applicable","","0.78%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","Workflows (1); Reports (1)","100%","",""
"Record source detail 1","hs_object_source_detail_1","string","First level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","86.14%","",""
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","contactinformation","false","","true","true","false","true","false","true","HubSpot","Not applicable","Lists (1)","100%","",""
"Persona","hs_persona","enumeration","A contact's persona","contactinformation","true","","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Prospecting Agent Last Enrolled","hs_prospecting_agent_last_enrolled","datetime","The last time the Prospecting Agent enrolled this contact","contactinformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Prospecting Agent Total Enrolled Count","hs_prospecting_agent_total_enrolled_count","number","","contactinformation","false","","false","true","false","false","false","true","HubSpot","Not applicable","","13.33%","",""
"Registration Method","hs_registration_method","string","The method used for registration","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Employment Role","hs_role","enumeration","Job role","contactinformation","true","Accounting (accounting); Administrative (administrative); Business Development (business_development); Communications (communications); Consulting (consulting); Customer Service (customer_service); Design (design); Education (education); Engineering (engineering); Entrepreneurship (entrepreneurship); Finance (finance); Health Professional (health_professional); Human Resources (human_resources); Information Technology (information_technology); Legal (legal); Marketing (marketing); Operations (operations); Product (product); Project Management (project_management); Public Relations (public_relations); Quality Assurance (quality_assurance); Real Estate (real_estate); Recruiting (recruiting); Research (research); Sales (sales); Support (support); Retired (retired)","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Date of first engagement","hs_sa_first_engagement_date","datetime","The date the current contact owner first engaged with the contact.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","9.87%","",""
"Description of first engagement","hs_sa_first_engagement_descr","enumeration","A description of the current contact owner's first engagement with the contact.","contactinformation","false"," (EMPTY_DESCRIPTION); Bounced (BOUNCED); Busy (BUSY); Calling CRM user (CALLING_CRM_USER) [HIDDEN]; Canceled (CANCELED); Completed (COMPLETED); Connecting (CONNECTING) [HIDDEN]; Deferred (DEFERRED); Facebook Messenger (FB_MESSENGER); Failed (FAILED); In progress (IN_PROGRESS) [HIDDEN]; Live chat (LIVE_CHAT); Logged call (LOGGED_CALL); No answer (NO_ANSWER); No show (NO_SHOW); Not started (NOT_STARTED); Queued (QUEUED) [HIDDEN]; Rescheduled (RESCHEDULED); Ringing (RINGING) [HIDDEN]; Scheduled (SCHEDULED); Sending (SENDING); Sent (SENT); Waiting (WAITING); Missed (MISSED); On Hold (HOLD)","true","true","true","false","false","true","HubSpot","Not applicable","","9.87%","",""
"Type of first engagement","hs_sa_first_engagement_object_type","enumeration","The object type of the current contact owner's first engagement with the contact.","contactinformation","false","Call (CALL); Conversation session (CONVERSATION_SESSION); Email (EMAIL); Meeting (MEETING_EVENT); Task (TASK)","true","true","true","false","false","true","HubSpot","Not applicable","","9.87%","",""
"Employment Seniority","hs_seniority","enumeration","Job Seniority","contactinformation","true","VP (vp); Director (director); Entry (entry); Executive (executive); Manager (manager); Owner (owner); Partner (partner); Senior (senior); Employee (employee)","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Number of sequences enrolled","hs_sequences_enrolled_count","number","The number of sequences enrolled.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Not applicable","","0%","",""
"State/Region Code","hs_state_code","string","The contact's state or region code.","contactinformation","true","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Employment Sub Role","hs_sub_role","enumeration","Job sub role","contactinformation","true","Account Executive (account_executive); Account Manager (account_manager); Accountant (accountant); Accounting Manager (accounting_manager); Administrative Assistant (administrative_assistant); Appraisal (appraisal); Architect IT (architect_it); Assistant (assistant); Attorney (attorney); Auditor (auditor); Brand Marketing (brand_marketing); Business Analyst (business_analyst); Business Consultant (business_consultant); Business Manager (business_manager); Chief Financial Officer (chief_financial_officer); Communications Manager (communications_manager); Community (community); Content Marketing (content_marketing); Contracts (contracts); Creative (creative); Customer Service Specialist (customer_service_specialist); Customer Success (customer_success); Data IT (data_it); Data Science Engineer (data_science_engineer); Database Administrator (database_administrator); Design Engineer (design_engineer); Development Specialist (development_specialist); Devops Engineer (devops_engineer); Digital Marketing (digital_marketing); Director of Development (director_of_development); Editorial (editorial); Electrical Engineer (electrical_engineer); Engineering Manager (engineering_manager); Events (events); Executive Assistant (executive_assistant); Facilities (facilities); Fashion Design (fashion_design); Field Marketing (field_marketing); Financial Analyst (financial_analyst); Financial Controller (financial_controller); Fitness (fitness); Founder (founder); General Counsel (general_counsel); General Manager (general_manager); General Partner (general_partner); Graphic Design (graphic_design); Human Resources Specialist (human_resources_specialist); Information Technology Specialist (information_technology_specialist); Investment (investment); Investment Banker (investment_banker); Journalist (journalist); Key Account Manager (key_account_manager); Law Enforcement (law_enforcement); Lawyer (lawyer); Logistics Manager (logistics_manager); Management (management); Marketing Specialist (marketing_specialist); Mechanical Engineer (mechanical_engineer); Medical Doctor (medical_doctor); Network Engineer (network_engineer); Nurse (nurse); Office Management (office_management); Office Manager (office_manager); Operational Specialist (operational_specialist); Owner (owner); Paralegal (paralegal); Principal (principal); Product Design (product_design); Product Manager (product_manager); Product Marketing (product_marketing); Production Manager (production_manager); Professor (professor); Program Coordinator (program_coordinator); Program Manager (program_manager); Project Engineer (project_engineer); Project Manager (project_manager); Property Manager (property_manager); QA engineer (qa_engineer); QA IT (qa_it); Quality Assurance Manager (quality_assurance_manager); Quality Assurance Specialist (quality_assurance_specialist); Realtor (realtor); Recruiter (recruiter); Relationship Manager (relationship_manager); Research Analyst (research_analyst); Risk Compliance (risk_compliance); Sales Executive (sales_executive); Sales Operations (sales_operations); Sales Specialist (sales_specialist); Salesperson (salesperson); Secretary (secretary); Social Marketing (social_marketing); Software Engineer (software_engineer); Strategy (strategy); Student (student); Support (support); Support Specialist (support_specialist); System Administrator (system_administrator); System Analyst (system_analyst); Systems Engineer (systems_engineer); Talent (talent); Tax Audit (tax_audit); Teacher (teacher); Technical Manager (technical_manager); Technical Support Specialist (technical_support_specialist); Therapist (therapist); Training (training); Video (video); Web Developer (web_developer); Writer (writer); Chief Executive Officer (chief_executive_officer); Chief Operating Officer (chief_operating_officer); Chief Marketing Officer (chief_marketing_officer); Chief Technology Officer (chief_technology_officer); Chief Information Officer (chief_information_officer); Chief Human Resources officer (chief_human_resources_officer); Chief Compliance Officer (chief_compliance_officer); Chief Risk Officer (chief_risk_officer); Chief Data Officer (chief_data_officer); Chief Product Officer (chief_product_officer); Chief Revenue Officer (chief_revenue_officer); Chief Sustainability Officer (chief_sustainability_officer); Chief Legal Officer (chief_legal_officer); Chief Security Officer (chief_security_officer); Chief Experience Officer (chief_experience_officer); Chief Innovation Officer (chief_innovation_officer); Retail (retail); Retired (retired)","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Time between contact creation and deal close","hs_time_between_contact_creation_and_deal_close","number","","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","7.59%","",""
"Time between contact creation and deal creation","hs_time_between_contact_creation_and_deal_creation","number","","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","Reports (1)","60.74%","",""
"Lead response time","hs_time_to_first_engagement","number","The time it took the current owner to perform a qualifying action on the contact. Qualifying actions include sending an email, calling, using chat, recording a meeting outcome, or marking a task as in progress or completed.","contactinformation","false","","true","true","true","false","false","true","HubSpot","Not applicable","","9.87%","",""
"Time to move from lead to customer","hs_time_to_move_from_lead_to_customer","number"," How long it takes for a contact to move from the HubSpot lead stage to the HubSpot customer stage.","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","5.68%","",""
"Time to move from marketing qualified lead to customer","hs_time_to_move_from_marketingqualifiedlead_to_customer","number"," How long it takes for a contact to move from the HubSpot marketing qualified lead stage to the HubSpot customer stage.","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Time to move from opportunity to customer","hs_time_to_move_from_opportunity_to_customer","number"," How long it takes for a contact to move from the HubSpot opportunity stage to the HubSpot customer stage.","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","5.61%","",""
"Time to move from sales qualified lead to customer","hs_time_to_move_from_salesqualifiedlead_to_customer","number"," How long it takes for a contact to move from the HubSpot sales qualified lead stage to the HubSpot customer stage.","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","0%","",""
"Time to move from subscriber to customer","hs_time_to_move_from_subscriber_to_customer","number"," How long it takes for a contact to move from the HubSpot subscriber stage to the HubSpot customer stage.","contactinformation","false","","false","false","false","false","false","true","HubSpot","Not applicable","","0.04%","",""
