"Record ID","About Us","Annual Revenue","Campaign of last booking in meetings tool","City","Close Date","Company Domain Name","Company Keywords","Company name","Company owner","Country/Region","Country/Region Code","Create Date","Created by user ID","Cumulative time in ""Customer (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Evangelist (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Other (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Cumulative time in ""Subscriber (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Current Customer","Date entered ""Customer (Lifecycle Stage Pipeline)""","Date entered ""Evangelist (Lifecycle Stage Pipeline)""","Date entered ""Lead (Lifecycle Stage Pipeline)""","Date entered ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","Date entered ""Opportunity (Lifecycle Stage Pipeline)""","Date entered ""Other (Lifecycle Stage Pipeline)""","Date entered ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","Date entered ""Subscriber (Lifecycle Stage Pipeline)""","Date entered current stage","Date exited ""Customer (Lifecycle Stage Pipeline)""","Date exited ""Evangelist (Lifecycle Stage Pipeline)""","Date exited ""Lead (Lifecycle Stage Pipeline)""","Date exited ""Marketing Qualified Lead (Lifecycle Stage Pipeline)""","Date exited ""Opportunity (Lifecycle Stage Pipeline)""","Date exited ""Other (Lifecycle Stage Pipeline)""","Date exited ""Sales Qualified Lead (Lifecycle Stage Pipeline)""","Date exited ""Subscriber (Lifecycle Stage Pipeline)""","Date of last meeting booked in meetings tool","Days to Close","Description","Domain status","Employee range","Facebook Company Page","Facebook Fans","First Contact Create Date","First Conversion","First Conversion Date","First Deal Created Date","First Touch Converting Campaign","Google Plus Page","Has been enriched","HubSpot Team","Ideal Customer Profile Tier","Industry","Industry group","Intent Signals active","Is Public","Last Activity Date","Last Booked Meeting Date","Last Contacted","Last Engagement Date","Last Logged Call Date","Last Logged Outgoing Email Date","Last Modified Date","Last Open Task Date","Last Touch Converting Campaign","Last Tracked Visit Time","Latest Suggested Contact Timestamp","Latest time in ""Customer (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Evangelist (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Marketing Qualified Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Opportunity (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Other (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Sales Qualified Lead (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest time in ""Subscriber (Lifecycle Stage Pipeline)"" (HH:mm:ss)","Latest Traffic Source","Latest Traffic Source Data 1","Latest Traffic Source Data 2","Latest Traffic Source Timestamp","Lead Status","Lifecycle Stage","LinkedIn Bio","LinkedIn Company Page","Linkedin handle","Logo URL","Medium of last booking in meetings tool","Merged Company IDs","Next Activity Date","Next Renewal Date","Number of Active Contracts","Number of Associated Contacts","Number of Associated Deals","Number of blockers","Number of child companies","Number of contacts with a buying role","Number of decision makers","Number of Employees","Number of Form Submissions","Number of open deals","Number of Pageviews","Number of Sessions","Number of times contacted","Original Traffic Source","Original Traffic Source Drill-Down 1","Original Traffic Source Drill-Down 2","Owner assigned date","Parent Company","Phone Number","Postal Code","Quick context","Recent Conversion","Recent Conversion Date","Recent Deal Amount","Recent Deal Close Date","Recent Intent Signals","Record source","Record source detail 1","Record source detail 2","Record source detail 3","Redirect domain","Redirect URL","Revenue range","Source of last booking in meetings tool","State/Region","State/Region Code","Street Address","Street Address 2","Target Account","Time First Seen","Time in current stage (HH:mm:ss)","Time Last Seen","Time of First Session","Time of Last Session","Time Zone","Total Money Raised","Total open deal value","Total Revenue","Tracked Page Views (Last 30 Days)","Tracked Visitors (Last 30 Days)","Twitter Bio","Twitter Followers","Twitter Handle","Type","Updated by user ID","Web Technologies","Website URL","Year Founded","Order with Billing Company","Contract with Billing Company","Associated Deal","Associated Buying Group","Associated Partner Client","Associated Call","Quote with Buyer Company","Associated Ticket","Child Company","Associated Payment Link","Associated Credit memo","Associated Deal plan","Associated Contact","Contract with Primary Company","Associated Company","Associated Lead","Associated Email","Associated Communication","Associated Note","Associated Order","Associated Marketing event","Associated Task","Associated Postal Mail","Associated Campaign","Associated Quote","Associated Meeting","Associated Customer state","Associated Subscription","Ticket with Primary Company","Cart with Primary Company","Billing Contact","Associated Form submission","Associated Customer success alert","Lead with Primary Company","Associated Survey response","Primary Company","Deal with Primary Company","Associated Invoice","Parent Company","Partner Client with Primary Company","Associated Cart","Associated Payment","Quotes with Billing Company","Associated Contract","Contact with Primary Company","Order with Billing Company IDs","Contract with Billing Company IDs","Associated Deal IDs","Associated Buying Group IDs","Associated Partner Client IDs","Associated Call IDs","Quote with Buyer Company IDs","Associated Ticket IDs","Child Company IDs","Associated Payment Link IDs","Associated Credit memo IDs","Associated Deal plan IDs","Associated Contact IDs","Contract with Primary Company IDs","Associated Company IDs","Associated Lead IDs","Associated Email IDs","Associated Communication IDs","Associated Note IDs","Associated Order IDs","Associated Marketing event IDs","Associated Task IDs","Associated Postal Mail IDs","Associated Campaign IDs","Associated Quote IDs","Associated Meeting IDs","Associated Customer state IDs","Associated Subscription IDs","Ticket with Primary Company IDs","Cart with Primary Company IDs","Billing Contact IDs","Associated Form submission IDs","Associated Customer success alert IDs","Lead with Primary Company IDs","Associated Survey response IDs","Primary Company IDs","Deal with Primary Company IDs","Associated Invoice IDs","Parent Company IDs","Partner Client with Primary Company IDs","Associated Cart IDs","Associated Payment IDs","Quotes with Billing Company IDs","Associated Contract IDs","Contact with Primary Company IDs"
"56574140575","","","","","","grocliq.ai","","Grocliq","","","","2026-07-14 21:21","","","","","","","","","","","","","2026-07-14 21:21","","","","","","2026-07-14 21:21","","","","","","","","","","","","","","","","2026-07-14 21:21","What Is a DHT Blocker? An Australian Patient's Guide 2026: New eBook download form (February 4, 2022 6:36:44 PM) ","2026-07-14 21:21","","","","true","","","","","","","","","","","","","2026-07-14 22:16","","","","","","","","","","","","","Direct Traffic","evolvedhair.com.au/finasteride-and-minoxidil","","2026-07-14 21:02","","Lead","","","","https://na1.hubspot-logos.com/2eb75c05-b5e1-4985-897a-8c62bb2aa128","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","30.0","4.0","","Direct Traffic","evolvedhair.com.au/finasteride-and-minoxidil","","","","","","","What Is a DHT Blocker? An Australian Patient's Guide 2026: New eBook download form (February 4, 2022 6:36:44 PM) ","2026-07-14 21:21","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-07-09 22:56","11:51:33","2026-07-14 21:57","2026-07-09 22:56","2026-07-14 21:02","","","","","","","","","","","","","grocliq.ai","","","","","","","","","","","","","","GroCliq (enterprise@grocliq.ai)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GroCliq (enterprise@grocliq.ai)","","","","","","","","","","","","","234237072023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234237072023"
"56568135452","","","","","","tomahawkconstructions.com.au","","Tomahawk Constructions","","","","2026-07-14 08:57","","","","","","","","","","","","","2026-07-14 08:57","","","","","","2026-07-14 08:57","","","","","","","","","","","","","","","","2026-07-14 08:57","Best Hair Transplant Clinic in Perth & Brisbane: Contact form (December 17, 2021 4:40:52 PM)","2026-07-14 08:57","","","","true","","","","","","","","","","","","","2026-07-14 08:58","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","BING","2026-07-14 08:52","","Lead","","","","https://na1.hubspot-logos.com/0df081b4-f2d8-4d94-8549-e82348d16bb5","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","10.0","2.0","","Organic Search","Unknown keywords (SSL)","BING","","","","","","Best Hair Transplant Clinic in Perth & Brisbane: Contact form (December 17, 2021 4:40:52 PM)","2026-07-14 08:57","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-07-13 09:35","24:15:56","2026-07-14 08:57","2026-07-13 09:35","2026-07-14 08:52","","","","","","","","","","","","","tomahawkconstructions.com.au","","","","","","","","","","","","","","Mathew Fraser (mathew@tomahawkconstructions.com.au)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mathew Fraser (mathew@tomahawkconstructions.com.au)","","","","","","","","","","","","","234847453591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","234847453591"
"56535677526","","","","","","","","","","","","2026-07-10 09:57","","","","","","","","","","","","","2026-07-10 09:57","","","","","","2026-07-10 09:57","","","","","","","","","","","","","","","","2025-09-22 14:35","Book Appointment With Evolved Hair: Appointment booking form ","2025-09-22 14:35","","","","","","","","","","","","","","","","","2026-07-10 10:13","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","GOOGLE","2026-07-10 09:57","New","Lead","","","","","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","","4.0","0.0","6.0","5.0","","Organic Search","Unknown keywords (SSL)","GOOGLE","","","","","","Best Hair Transplant & Hair Loss Treatment Clinic in Brisbane: Evolved Hair Transplant LP Brisbane ","2026-07-10 09:57","","","","Forms","Evolved Hair Transplant LP Brisbane ","","","","","","","","","","","","2025-09-22 13:55","119:15:48","2026-07-10 09:57","2025-09-22 13:55","2026-07-10 09:57","","","","","","","","","","","","","","","","","","","","","","","","","","","Patrick Hegarty (pehegarty@gmail.com)","","","","","","","","","","","","","","","","","","","Evolved Hair Transplant LP Brisbane ","","","","","","","","","","","","","Patrick Hegarty (pehegarty@gmail.com)","","","","","","","","","","","","","157203117119","","","","","","","","","","","","","","","","","","","53368931947","","","","","","","","","","","","","157203117119"
"56465297412","","","","","","lifewithpassion.org","","Life with Passion","","","","2026-07-06 18:57","","","","","","","","","","","","","2026-07-06 18:57","","","","","","2026-07-06 18:57","","","","","","","","","","","","","","","","2026-07-06 18:56","Book Appointment With Evolved Hair Restoration Clinic: Appointment booking form ","2026-07-06 18:56","","","","true","","","","","","","","","","","","","2026-07-06 18:58","","","","","","","","","","","","","Direct Traffic","evolvedhair.com.au/book-appointment-with-evolved-hair","","2026-07-06 18:56","","Lead","","","","https://na1.hubspot-logos.com/798a0d80-9314-48b0-9a33-42eea6e30be2","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","0.0","1.0","","Direct Traffic","evolvedhair.com.au/book-appointment-with-evolved-hair","","","","","","","Book Appointment With Evolved Hair Restoration Clinic: Appointment booking form ","2026-07-06 18:56","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-07-06 18:56","206:16:08","2026-07-06 18:56","2026-07-06 18:56","2026-07-06 18:56","","","","","","","","","","","","","lifewithpassion.org","","","","","","","","","","","","","","Michal Sedivy (evolvedhair@lifewithpassion.org)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Michal Sedivy (evolvedhair@lifewithpassion.org)","","","","","","","","","","","","","233577836575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233577836575"
"56492407143","","","","","","smartchat.net.au","","","","","","2026-07-03 14:50","","","","","","","","","","","","","2026-07-03 14:50","","","","","","2026-07-03 14:50","","","","","","","","","","","","","","","","2026-07-03 14:50","Perth – evolvedhairtransplant: [Perth] New LP","2026-07-03 14:50","","","","true","","","","","","","","","","","","","2026-07-03 15:06","","","","","","","","","","","","","Paid Search","local_store_visits_perth","c1d25565-f664-4089-9f0a-1734cc1b3a65","2026-07-03 14:50","","Lead","","","","https://na1.hubspot-logos.com/2962c78a-0c48-4bce-bb7d-0aac97f6bc8d","","","","","0.0","1.0","","0.0","0.0","0.0","0.0","","2.0","0.0","4.0","4.0","","Paid Search","local_store_visits_perth","Unknown keywords (SSL)","","","","","","Perth – evolvedhairtransplant: [Perth] New LP","2026-07-03 14:50","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-07-03 14:48","282:22:38","2026-07-03 14:50","2026-07-03 14:48","2026-07-03 14:50","","","","","","","","","","","","","smartchat.net.au","","","","","","","","","","","","","","John Buckley (buckleyj@smartchat.net.au)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","John Buckley (buckleyj@smartchat.net.au)","","","","","","","","","","","","","233062467082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233062467082"
"55521700172","","","","","","gclc.com.au","","Goldfields Community Legal Centre","","","","2026-06-11 05:28","","","","","","","","","","","","","2026-06-11 05:28","","","","","","2026-06-11 05:28","","","","","","","","","","","","","","","","2026-06-11 05:28","Book Appointment With Evolved Hair Restoration Clinic: Appointment booking form ","2026-06-11 05:28","","","","true","","","","","","","","","","","","","2026-06-23 10:21","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","GOOGLE","2026-06-23 10:15","","Lead","","","","https://na1.hubspot-logos.com/9571f2a5-183d-4e2d-8fdb-53ce0bfba14c","","","","","","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","5.0","2.0","","Organic Search","Unknown keywords (SSL)","GOOGLE","","","","","","Book Appointment With Evolved Hair Restoration Clinic: Appointment booking form ","2026-06-11 05:28","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-06-11 05:26","819:45:11","2026-06-23 10:15","2026-06-11 05:26","2026-06-23 10:15","","","","","","","","","","","","","gclc.com.au","","","","","","","","","","","","","","Anitha Varadaraj (ceo@gclc.com.au)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anitha Varadaraj (ceo@gclc.com.au)","","","","","","","","","","","","","227616096897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227616096897"
"55489020809","","","","","","sarichgroup.com","","","","","","2026-06-07 10:48","","","","","","","","","","","","","2026-06-07 10:48","","","","","","2026-06-07 10:48","","","","","","","","","","","","","","","","2026-06-07 10:48","Perth – evolvedhairtransplant: [Perth] New LP","2026-06-07 10:48","","","","true","","","","","","","2026-06-16 11:56","","2026-06-16 11:56","2026-06-11 12:55","","2026-06-16 11:56","2026-06-16 11:57","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","GOOGLE","2026-06-10 04:11","","Lead","","","","https://na1.hubspot-logos.com/cd6d3c97-2210-45f7-98a3-b87b1edc3f6c","","","","","","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","3.0","3.0","3.0","Paid Search","19766975421","hair transplant perth","","","","","","Perth – evolvedhairtransplant: [Perth] New LP","2026-06-07 10:48","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-06-07 10:46","910:24:57","2026-06-10 04:11","2026-06-07 10:46","2026-06-10 04:11","","","","","","","","","","","","","sarichgroup.com","","","","","","","","","","","","","","Mijo Sarich (mijo@sarichgroup.com)","","","","Re: Detailed Hair Restoration Quote & Surgical Plan;Detailed Hair Restoration Quote & Surgical Plan;Re: Detailed Hair Restoration Quote & Surgical Plan;Re: Detailed Hair Restoration Quote & Surgical Plan;RE: Detailed Hair Restoration Quote & Surgical Plan","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mijo Sarich (mijo@sarichgroup.com)","","","","","","","","","","","","","226836338736","","","","110855023545;110869644415;110903362682;111040261289;111083494018","","","","","","","","","","","","","","","","","","","","","","","","","","","","226836338736"
"55456056599","","","","","","gma.com","","GMA - Global Maritime Anchors","","","","2026-06-04 15:25","","","","","","","","","","","","","2026-06-04 15:25","","","","","","2026-06-04 15:25","","","","","","","","","","","","","","","","2026-06-04 15:25","Hair Transplant & Hair Loss Treatment Clinic in Perth & Brisbane: New eBook download form (February 4, 2022 6:36:44 PM) ","2026-06-04 15:25","","","","true","","","","","","","","","","","","","2026-06-16 19:43","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","GOOGLE","2026-06-16 19:37","","Lead","","","","https://na1.hubspot-logos.com/de00bc4d-c133-438b-a6a9-3b710d9643a6","","","","","","1.0","","0.0","0.0","0.0","0.0","","2.0","0.0","4.0","2.0","","Organic Search","Unknown keywords (SSL)","GOOGLE","","","","","","Book Appointment With Evolved Hair Restoration Clinic: Appointment booking form ","2026-06-04 15:26","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-06-04 15:24","977:47:45","2026-06-16 19:37","2026-06-04 15:24","2026-06-16 19:37","","","","","","","","","","","","","gma.com","","","","","","","","","","","","","","gma njj (kjbjk@gma.com)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gma njj (kjbjk@gma.com)","","","","","","","","","","","","","226248835600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","226248835600"
"55386272059","","","","","","masterplaster.net.au","","","","","","2026-06-01 15:34","","","","","","","","","","","","","2026-06-01 15:34","","","","","","2026-06-01 15:34","","","","","","","","","","","","","","","","2026-06-01 15:34","","","","","","","","","","","","","","","","","","","2026-06-01 15:35","","","","","","","","","","","","","Offline Sources","INTEGRATION","Zapier","2026-06-01 15:34","","Lead","","","","","","","","","","1.0","","0.0","0.0","0.0","0.0","","0.0","0.0","0.0","0.0","","Offline Sources","INTEGRATION","Zapier","","","","","","","","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-06-01 15:34","1049:39:07","","","","","","","","","","","","","","","","masterplaster.net.au","","","","","","","","","","","","","","mark@masterplaster.net.au","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mark@masterplaster.net.au","","","","","","","","","","","","","225439595407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225439595407"
"55069690140","","","","","","au.harveynorman.com","","","","","","2026-05-20 18:47","","","","","","","","","","","","","2026-05-20 18:47","","","","","","2026-05-20 18:47","","","","","","","","","","","","","","","","2026-05-20 18:47","Hair Transplant & Hair Loss Treatment Clinic in Perth & Brisbane: New eBook download form (February 4, 2022 6:36:44 PM) ","2026-05-20 18:47","","","","","","","","","","","","","","","","","2026-05-20 19:03","","","","","","","","","","","","","Organic Search","Unknown keywords (SSL)","GOOGLE","2026-05-20 18:47","","Lead","","","","","","","","","","1.0","","0.0","0.0","0.0","0.0","","1.0","0.0","2.0","1.0","","Organic Search","Unknown keywords (SSL)","GOOGLE","","","","","","Hair Transplant & Hair Loss Treatment Clinic in Perth & Brisbane: New eBook download form (February 4, 2022 6:36:44 PM) ","2026-05-20 18:47","","","","CRM Setting","""Create and associate companies with contacts"" setting","","","","","","","","","","","","2026-05-20 18:47","1334:25:49","2026-05-20 18:48","2026-05-20 18:47","2026-05-20 18:47","","","","","","","","","","","","","au.harveynorman.com","","","","","","","","","","","","","","GREG (greg.scott@au.harveynorman.com)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GREG (greg.scott@au.harveynorman.com)","","","","","","","","","","","","","222687224957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222687224957"
